inventory_id,product_id,warehouse_id,stock_quantity,reorder_level,last_updated
INV000606,P0189,W06,315,76,2026-07-14
INV000607,P0581,W03,128,72,2026-07-21
INV000608,P0334,W05,30,46,2026-07-25
INV000609,P0340,W03,209,37,2026-07-03
INV000610,P0175,W01,147,21,2026-07-16
INV000611,P0564,W05,136,50,2026-07-16
INV000612,P0115,W01,14,49,2026-07-03
INV000613,P0328,W04,313,31,2026-07-05
INV000614,P0059,W05,17,90,2026-07-02
INV000615,P0415,W04,401,77,2026-07-13
INV000616,P0227,W02,172,84,2026-07-14
INV000617,P0612,W01,156,66,2026-07-03
INV000618,P0245,W03,319,47,2026-07-04
INV000619,P0090,W04,418,78,2026-07-04
INV000620,P0572,W04,145,90,2026-07-22
INV000621,P0243,W01,261,68,2026-07-24
INV000622,P0248,W08,31,33,2026-07-05
INV000623,P0441,W08,372,100,2026-07-16
INV000624,P0019,W08,308,54,2026-07-03
INV000625,P0284,W03,456,86,2026-07-06
INV000626,P0266,W04,44,59,2026-07-09
INV000627,P0698,W07,272,43,2026-07-22
INV000628,P0699,W01,137,22,2026-07-03
INV000629,P0559,W01,337,82,2026-07-20
INV000630,P0287,W01,346,21,2026-07-21
INV000631,P0424,W06,317,67,2026-07-08
INV000632,P0259,W08,291,64,2026-07-23
INV000633,P0495,W07,445,61,2026-07-03
INV000634,P0221,W07,26,32,2026-07-07
INV000635,P0097,W04,65,31,2026-07-01
INV000636,P0498,W01,378,48,2026-07-31
INV000637,P0175,W05,235,37,2026-07-29
INV000638,P0466,W02,406,38,2026-07-21
INV000639,P0132,W05,205,49,2026-07-27
INV000640,P0796,W05,270,53,2026-07-03
INV000641,P0574,W05,289,84,2026-07-14
INV000642,P0638,W04,161,20,2026-07-05
INV000643,P0547,W06,2,33,2026-07-09
INV000644,P0447,W08,224,47,2026-07-12
INV000645,P0209,W07,444,85,2026-07-14
INV000646,P0703,W07,220,96,2026-07-14
INV000647,P0066,W08,321,25,2026-07-06
INV000648,P0485,W08,394,64,2026-07-24
INV000649,P0585,W02,487,31,2026-07-01
INV000650,P0463,W03,397,52,2026-07-26
INV000651,P0539,W04,161,33,2026-07-25
INV000652,P0730,W07,244,20,2026-07-04
INV000653,P0027,W04,347,83,2026-07-15
INV000654,P0341,W07,188,87,2026-07-25
INV000655,P0442,W06,301,55,2026-07-13
INV000656,P0492,W04,473,91,2026-07-27
INV000657,P0661,W06,95,42,2026-07-04
INV000658,P0594,W08,217,71,2026-07-26
INV000659,P0282,W06,419,91,2026-07-28
INV000660,P0055,W08,44,96,2026-07-25
INV000661,P0063,W07,143,62,2026-07-15
INV000662,P0731,W01,20,39,2026-07-09
INV000663,P0407,W03,481,94,2026-07-12
INV000664,P0679,W07,194,84,2026-07-29
INV000665,P0026,W06,37,28,2026-07-27
INV000666,P0646,W05,233,39,2026-07-11
INV000667,P0675,W05,485,85,2026-07-15
INV000668,P0495,W07,60,41,2026-07-14
INV000669,P0688,W06,114,29,2026-07-10
INV000670,P0707,W01,452,20,2026-07-02
INV000671,P0185,W04,411,80,2026-07-27
INV000672,P0439,W08,109,75,2026-07-01
INV000673,P0378,W02,227,28,2026-07-08
INV000674,P0398,W05,141,63,2026-07-20
INV000675,P0765,W03,124,74,2026-07-09
INV000676,P0580,W08,371,95,2026-07-18
INV000677,P0369,W02,64,58,2026-07-13
INV000678,P0071,W03,382,63,2026-07-12
INV000679,P0617,W06,359,73,2026-07-20
INV000680,P0191,W04,34,86,2026-07-26
INV000681,P0233,W02,453,54,2026-07-26
INV000682,P0180,W06,196,24,2026-07-07
INV000683,P0369,W02,374,91,2026-07-07
INV000684,P0484,W04,124,99,2026-07-04
INV000685,P0514,W05,333,87,2026-07-14
INV000686,P0023,W07,34,62,2026-07-21
INV000687,P0018,W05,268,66,2026-07-10
INV000688,P0526,W08,159,46,2026-07-19
INV000689,P0041,W01,377,40,2026-07-24
INV000690,P0061,W02,132,27,2026-07-24
INV000691,P0607,W07,142,71,2026-07-13
INV000692,P0284,W03,156,92,2026-07-10
INV000693,P0074,W03,436,80,2026-07-11
INV000694,P0792,W05,352,47,2026-07-30
INV000695,P0044,W08,482,34,2026-07-10
INV000696,P0645,W02,229,59,2026-07-16
INV000697,P0650,W02,388,66,2026-07-15
INV000698,P0282,W07,379,53,2026-07-15
INV000699,P0169,W04,440,75,2026-07-30
INV000700,P0402,W02,369,29,2026-07-15
INV000701,P0412,W02,139,83,2026-07-01
INV000702,P0172,W08,312,53,2026-07-21
INV000703,P0790,W01,130,95,2026-07-17
INV000704,P0680,W07,36,32,2026-07-04
INV000705,P0459,W03,136,77,2026-07-22
INV000706,P0733,W02,130,73,2026-07-12
INV000707,P0246,W05,469,68,2026-07-03
INV000708,P0640,W03,128,24,2026-07-31
INV000709,P0003,W02,370,37,2026-07-02
INV000710,P0159,W06,183,59,2026-07-26
INV000711,P0538,W02,407,78,2026-07-06
INV000712,P0415,W08,486,49,2026-07-03
INV000713,P0683,W03,448,93,2026-07-07
INV000714,P0291,W01,129,78,2026-07-06
INV000715,P0096,W02,240,52,2026-07-12
INV000716,P0649,W07,411,27,2026-07-05
INV000717,P0756,W07,407,80,2026-07-28
INV000718,P0069,W05,17,71,2026-07-05
INV000719,P0026,W07,321,45,2026-07-03
INV000720,P0453,W07,129,90,2026-07-20
INV000721,P0462,W02,452,52,2026-07-08
INV000722,P0615,W07,211,100,2026-07-21
INV000723,P0653,W01,379,20,2026-07-31
INV000724,P0591,W07,230,88,2026-07-01
INV000725,P0690,W01,15,28,2026-07-26
INV000726,P0249,W04,20,44,2026-07-10
INV000727,P0794,W01,91,65,2026-07-16
INV000728,P0345,W02,30,91,2026-07-21
INV000729,P0738,W02,299,47,2026-07-29
INV000730,P0623,W01,481,35,2026-07-22
INV000731,P0354,W05,392,22,2026-07-11
INV000732,P0408,W03,209,92,2026-07-22
INV000733,P0336,W06,51,92,2026-07-16
INV000734,P0336,W04,308,89,2026-07-31
INV000735,P0581,W06,497,57,2026-07-30
INV000736,P0461,W07,307,21,2026-07-19
INV000737,P0274,W02,172,86,2026-07-13
INV000738,P0229,W02,295,67,2026-07-27
INV000739,P0586,W01,125,63,2026-07-16
INV000740,P0790,W01,208,43,2026-07-22
INV000741,P0162,W05,280,29,2026-07-08
INV000742,P0590,W03,300,53,2026-07-29
INV000743,P0191,W08,65,82,2026-07-14
INV000744,P0330,W02,357,35,2026-07-24
INV000745,P0308,W01,82,25,2026-07-26
INV000746,P0019,W08,335,44,2026-07-04
INV000747,P0647,W01,195,66,2026-07-06
INV000748,P0387,W08,250,71,2026-07-15
INV000749,P0439,W04,294,34,2026-07-15
INV000750,P0785,W02,14,57,2026-07-22
INV000751,P0253,W05,364,28,2026-07-02
INV000752,P0727,W07,67,84,2026-07-13
INV000753,P0714,W05,255,100,2026-07-20
INV000754,P0183,W04,43,81,2026-07-23
INV000755,P0765,W07,41,32,2026-07-09
INV000756,P0452,W03,156,52,2026-07-18
INV000757,P0104,W06,409,75,2026-07-09
INV000758,P0136,W07,151,45,2026-07-20
INV000759,P0686,W07,313,54,2026-07-30
INV000760,P0363,W02,178,34,2026-07-22
INV000761,P0076,W07,44,51,2026-07-04
INV000762,P0298,W08,355,29,2026-07-30
INV000763,P0762,W06,170,34,2026-07-09
INV000764,P0391,W03,126,22,2026-07-24
INV000765,P0119,W04,252,34,2026-07-27
INV000766,P0568,W04,75,79,2026-07-13
INV000767,P0436,W06,464,37,2026-07-24
INV000768,P0422,W06,126,21,2026-07-15
INV000769,P0777,W05,371,59,2026-07-02
INV000770,P0098,W05,363,44,2026-07-13
INV000771,P0434,W05,414,52,2026-07-24
INV000772,P0440,W01,82,55,2026-07-21
INV000773,P0439,W07,214,55,2026-07-21
INV000774,P0364,W01,64,93,2026-07-19
INV000775,P0470,W02,377,84,2026-07-19
INV000776,P0233,W04,63,96,2026-07-09
INV000777,P0450,W03,123,62,2026-07-06
INV000778,P0748,W05,268,87,2026-07-23
INV000779,P0048,W08,329,32,2026-07-20
INV000780,P0693,W07,116,31,2026-07-10
INV000781,P0147,W02,271,62,2026-07-03
INV000782,P0399,W07,79,34,2026-07-30
INV000783,P0154,W05,117,92,2026-07-02
INV000784,P0650,W02,181,97,2026-07-22
INV000785,P0479,W04,77,54,2026-07-30
INV000786,P0573,W04,350,34,2026-07-20
INV000787,P0086,W06,302,53,2026-07-30
INV000788,P0191,W07,279,96,2026-07-10
INV000789,P0366,W08,481,36,2026-07-19
INV000790,P0636,W08,86,71,2026-07-01
INV000791,P0501,W02,265,83,2026-07-27
INV000792,P0767,W01,413,96,2026-07-26
INV000793,P0454,W06,69,90,2026-07-30
INV000794,P0333,W02,354,45,2026-07-31
INV000795,P0132,W01,288,79,2026-07-04
INV000796,P0245,W08,383,47,2026-07-18
INV000797,P0558,W05,309,60,2026-07-30
INV000798,P0529,W04,349,52,2026-07-08
INV000799,P0329,W05,310,83,2026-07-22
INV000800,P0717,W03,375,81,2026-07-15
INV000801,P0592,W02,108,59,2026-07-12
INV000802,P0052,W05,423,91,2026-07-08
INV000803,P0148,W07,39,70,2026-07-16
INV000804,P0389,W05,172,72,2026-07-18
INV000805,P0491,W05,487,70,2026-07-18
INV000806,P0384,W08,199,79,2026-07-27
INV000807,P0717,W07,380,51,2026-07-09
INV000808,P0036,W06,484,88,2026-07-05
INV000809,P0773,W01,312,79,2026-07-02
INV000810,P0757,W05,326,74,2026-07-26
INV000811,P0533,W04,92,39,2026-07-15
INV000812,P0217,W06,298,56,2026-07-16
INV000813,P0087,W05,339,65,2026-07-24
INV000814,P0346,W04,325,59,2026-07-22
INV000815,P0033,W02,24,93,2026-07-19
INV000816,P0571,W07,365,73,2026-07-21
INV000817,P0738,W05,227,93,2026-07-20
INV000818,P0687,W01,494,78,2026-07-23
INV000819,P0197,W08,9,76,2026-07-24
INV000820,P0701,W05,423,45,2026-07-09
INV000821,P0514,W08,177,25,2026-07-01
INV000822,P0768,W03,449,92,2026-07-29
INV000823,P0525,W01,444,96,2026-07-14
INV000824,P0336,W06,291,24,2026-07-10
INV000825,P0181,W02,349,69,2026-07-27
INV000826,P0526,W06,42,75,2026-07-07
INV000827,P0358,W08,254,39,2026-07-01
INV000828,P0536,W08,445,99,2026-07-04
INV000829,P0664,W04,209,30,2026-07-14
INV000830,P0311,W06,343,70,2026-07-20
INV000831,P0688,W04,455,97,2026-07-18
INV000832,P0744,W03,36,70,2026-07-03
INV000833,P0126,W06,266,86,2026-07-25
INV000834,P0166,W05,69,76,2026-07-21
INV000835,P0546,W02,432,24,2026-07-18
INV000836,P0253,W01,28,23,2026-07-16
INV000837,P0369,W04,486,81,2026-07-28
INV000838,P0090,W05,85,40,2026-07-16
INV000839,P0411,W01,374,51,2026-07-14
INV000840,P0172,W07,454,55,2026-07-09
INV000841,P0228,W04,417,36,2026-07-27
INV000842,P0467,W06,182,81,2026-07-09
INV000843,P0693,W03,422,68,2026-07-25
INV000844,P0148,W08,480,78,2026-07-24
INV000845,P0459,W04,9,37,2026-07-07
INV000846,P0439,W01,122,33,2026-07-14
INV000847,P0369,W01,263,77,2026-07-29
INV000848,P0381,W06,499,29,2026-07-16
INV000849,P0225,W03,328,24,2026-07-25
INV000850,P0322,W02,344,82,2026-07-31
INV000851,P0671,W08,43,85,2026-07-18
INV000852,P0564,W08,128,96,2026-07-09
INV000853,P0266,W03,110,35,2026-07-30
INV000854,P0529,W02,34,55,2026-07-02
INV000855,P0668,W08,498,51,2026-07-04
INV000856,P0638,W02,360,95,2026-07-24
INV000857,P0453,W06,385,73,2026-07-24
INV000858,P0539,W04,89,71,2026-07-27
INV000859,P0492,W01,137,64,2026-07-24
INV000860,P0446,W08,446,73,2026-07-07
INV000861,P0303,W07,170,52,2026-07-15
INV000862,P0730,W03,67,46,2026-07-29
INV000863,P0055,W04,14,86,2026-07-11
INV000864,P0627,W04,280,90,2026-07-16
INV000865,P0038,W06,481,74,2026-07-16
INV000866,P0442,W01,80,22,2026-07-07
INV000867,P0264,W08,464,42,2026-07-26
INV000868,P0250,W04,45,37,2026-07-06
INV000869,P0450,W01,262,30,2026-07-01
INV000870,P0574,W08,468,27,2026-07-07
INV000871,P0315,W05,159,86,2026-07-21
INV000872,P0041,W08,462,80,2026-07-07
INV000873,P0779,W04,425,57,2026-07-12
INV000874,P0194,W07,166,48,2026-07-11
INV000875,P0607,W07,282,60,2026-07-23
INV000876,P0408,W04,278,93,2026-07-01
INV000877,P0357,W01,163,40,2026-07-29
INV000878,P0409,W07,210,82,2026-07-13
INV000879,P0377,W07,137,23,2026-07-13
INV000880,P0008,W01,495,92,2026-07-07
INV000881,P0029,W04,239,59,2026-07-29
INV000882,P0789,W01,377,23,2026-07-21
INV000883,P0749,W07,328,48,2026-07-20
INV000884,P0142,W05,307,55,2026-07-29
INV000885,P0564,W05,28,49,2026-07-31
INV000886,P0103,W04,329,51,2026-07-17
INV000887,P0194,W08,338,79,2026-07-09
INV000888,P0171,W05,87,87,2026-07-27
INV000889,P0333,W02,224,100,2026-07-16
INV000890,P0372,W07,168,70,2026-07-27
INV000891,P0340,W05,209,95,2026-07-23
INV000892,P0128,W02,198,62,2026-07-30
INV000893,P0267,W07,120,68,2026-07-17
INV000894,P0746,W01,182,41,2026-07-09
INV000895,P0336,W08,390,97,2026-07-29
INV000896,P0347,W02,224,25,2026-07-13
INV000897,P0658,W05,295,66,2026-07-05
INV000898,P0786,W08,193,30,2026-07-13
INV000899,P0359,W06,125,37,2026-07-24
INV000900,P0186,W07,223,52,2026-07-06
INV000901,P0436,W06,36,94,2026-07-22
INV000902,P0480,W07,71,32,2026-07-31
INV000903,P0727,W03,480,70,2026-07-14
INV000904,P0246,W06,0,60,2026-07-26
INV000905,P0490,W01,169,93,2026-07-25
INV000906,P0108,W08,257,82,2026-07-14
INV000907,P0418,W04,153,43,2026-07-18
INV000908,P0231,W04,71,46,2026-07-24
INV000909,P0758,W04,182,75,2026-07-06
INV000910,P0499,W04,240,32,2026-07-03
INV000911,P0583,W02,423,85,2026-07-22
INV000912,P0158,W01,496,71,2026-07-01
INV000913,P0304,W06,152,23,2026-07-20
INV000914,P0444,W03,485,46,2026-07-21
INV000915,P0735,W01,33,30,2026-07-07
INV000916,P0291,W03,215,67,2026-07-24
INV000917,P0341,W02,69,88,2026-07-30
INV000918,P0660,W08,283,44,2026-07-28
INV000919,P0285,W02,328,93,2026-07-30
INV000920,P0347,W08,51,59,2026-07-26
INV000921,P0736,W07,119,97,2026-07-16
INV000922,P0029,W01,100,62,2026-07-27
INV000923,P0800,W06,409,41,2026-07-21
INV000924,P0583,W08,471,26,2026-07-20
INV000925,P0413,W06,14,30,2026-07-15
INV000926,P0483,W03,248,50,2026-07-07
INV000927,P0541,W04,86,94,2026-07-23
INV000928,P0487,W07,439,99,2026-07-25
INV000929,P0097,W02,490,51,2026-07-04
INV000930,P0537,W04,116,68,2026-07-12
INV000931,P0729,W05,470,39,2026-07-28
INV000932,P0461,W04,285,30,2026-07-14
INV000933,P0310,W06,116,80,2026-07-13
INV000934,P0446,W02,131,33,2026-07-18
INV000935,P0729,W01,45,50,2026-07-16
INV000936,P0310,W03,184,88,2026-07-16
INV000937,P0082,W02,211,83,2026-07-04
INV000938,P0313,W03,86,77,2026-07-12
INV000939,P0307,W02,25,94,2026-07-11
INV000940,P0632,W08,160,72,2026-07-17
INV000941,P0343,W05,74,23,2026-07-14
INV000942,P0386,W08,471,33,2026-07-06
INV000943,P0275,W05,136,49,2026-07-10
INV000944,P0521,W06,440,53,2026-07-05
INV000945,P0029,W07,454,22,2026-07-26
INV000946,P0586,W08,258,52,2026-07-23
INV000947,P0695,W04,268,92,2026-07-07
INV000948,P0589,W03,353,58,2026-07-06
INV000949,P0677,W02,44,37,2026-07-21
INV000950,P0193,W07,81,94,2026-07-29
INV000951,P0735,W04,279,39,2026-07-17
INV000952,P0544,W08,228,82,2026-07-18
INV000953,P0748,W08,103,35,2026-07-08
INV000954,P0323,W01,118,64,2026-07-16
INV000955,P0265,W04,124,94,2026-07-23
INV000956,P0351,W01,420,44,2026-07-28
INV000957,P0601,W08,270,85,2026-07-31
INV000958,P0416,W04,1,53,2026-07-29
INV000959,P0028,W08,148,33,2026-07-20
INV000960,P0516,W07,207,50,2026-07-04
INV000961,P0740,W04,200,80,2026-07-10
INV000962,P0421,W04,124,26,2026-07-08
INV000963,P0300,W05,198,79,2026-07-25
INV000964,P0043,W03,410,82,2026-07-13
INV000965,P0570,W01,327,73,2026-07-16
INV000966,P0036,W05,286,26,2026-07-07
INV000967,P0548,W04,149,44,2026-07-25
INV000968,P0765,W01,222,99,2026-07-29
INV000969,P0032,W04,162,65,2026-07-13
INV000970,P0274,W02,197,77,2026-07-30
INV000971,P0190,W01,318,21,2026-07-14
INV000972,P0577,W02,75,41,2026-07-31
INV000973,P0106,W01,109,38,2026-07-14
INV000974,P0223,W02,7,30,2026-07-28
INV000975,P0256,W01,286,72,2026-07-06
INV000976,P0617,W07,325,72,2026-07-06
INV000977,P0622,W03,99,35,2026-07-19
INV000978,P0108,W03,91,71,2026-07-14
INV000979,P0453,W06,191,64,2026-07-08
INV000980,P0555,W04,241,46,2026-07-24
INV000981,P0330,W08,305,99,2026-07-17
INV000982,P0506,W04,153,70,2026-07-18
INV000983,P0726,W04,314,32,2026-07-18
INV000984,P0794,W06,457,37,2026-07-04
INV000985,P0795,W05,446,78,2026-07-19
INV000986,P0322,W04,280,73,2026-07-19
INV000987,P0218,W04,430,24,2026-07-25
INV000988,P0251,W06,378,53,2026-07-15
INV000989,P0745,W03,264,93,2026-07-27
INV000990,P0384,W05,400,37,2026-07-04
INV000991,P0128,W05,376,63,2026-07-25
INV000992,P0527,W06,193,35,2026-07-19
INV000993,P0497,W01,419,57,2026-07-29
INV000994,P0573,W02,402,84,2026-07-19
INV000995,P0657,W01,79,95,2026-07-02
INV000996,P0100,W02,272,30,2026-07-28
INV000997,P0261,W01,234,37,2026-07-19
INV000998,P0275,W04,33,87,2026-07-03
INV000999,P0005,W01,453,82,2026-07-22
INV001000,P0026,W06,350,82,2026-07-08
INV001001,P0508,W08,127,45,2026-07-19
INV001002,P0776,W08,50,55,2026-07-28
INV001003,P0042,W07,36,95,2026-07-17
INV001004,P0295,W04,390,43,2026-07-06
INV001005,P0030,W04,82,66,2026-07-31
INV001006,P0305,W05,19,89,2026-07-27
INV001007,P0124,W04,252,41,2026-07-23
INV001008,P0497,W08,223,51,2026-07-04
INV001009,P0099,W06,32,51,2026-07-14
INV001010,P0404,W06,53,50,2026-07-01
INV001011,P0444,W08,306,30,2026-07-26
INV001012,P0214,W04,285,52,2026-07-31
INV001013,P0234,W05,372,70,2026-07-08
INV001014,P0678,W02,267,56,2026-07-15
INV001015,P0399,W02,472,41,2026-07-10
INV001016,P0034,W07,350,38,2026-07-20
INV001017,P0688,W04,228,84,2026-07-31
INV001018,P0601,W06,351,57,2026-07-02
INV001019,P0277,W08,337,82,2026-07-30
INV001020,P0493,W04,452,41,2026-07-29
INV001021,P0784,W01,258,36,2026-07-18
INV001022,P0708,W05,53,86,2026-07-21
INV001023,P0572,W05,449,72,2026-07-19
INV001024,P0332,W05,252,35,2026-07-07
INV001025,P0414,W07,131,44,2026-07-14
INV001026,P0574,W02,75,86,2026-07-03
INV001027,P0759,W02,247,47,2026-07-22
INV001028,P0078,W01,162,40,2026-07-22
INV001029,P0766,W02,168,72,2026-07-06
INV001030,P0511,W04,36,36,2026-07-08
INV001031,P0283,W03,314,97,2026-07-06
INV001032,P0394,W05,445,81,2026-07-13
INV001033,P0665,W07,164,26,2026-07-31
INV001034,P0252,W01,33,87,2026-07-11
INV001035,P0019,W08,326,82,2026-07-07
INV001036,P0032,W06,174,98,2026-07-24
INV001037,P0505,W08,321,34,2026-07-09
INV001038,P0219,W07,289,32,2026-07-30
INV001039,P0456,W02,164,97,2026-07-22
INV001040,P0088,W03,29,56,2026-07-31
INV001041,P0389,W05,150,57,2026-07-13
INV001042,P0132,W08,134,28,2026-07-07
INV001043,P0692,W08,449,58,2026-07-14
INV001044,P0416,W04,155,75,2026-07-25
INV001045,P0308,W01,407,65,2026-07-23
INV001046,P0473,W06,83,20,2026-07-15
INV001047,P0177,W05,284,73,2026-07-07
INV001048,P0110,W02,122,54,2026-07-07
INV001049,P0227,W02,96,39,2026-07-01
INV001050,P0665,W02,220,22,2026-07-16
INV001051,P0392,W03,197,63,2026-07-01
INV001052,P0437,W05,438,23,2026-07-07
INV001053,P0417,W05,0,71,2026-07-26
INV001054,P0604,W08,82,40,2026-07-12
INV001055,P0695,W08,95,51,2026-07-21
INV001056,P0070,W03,55,24,2026-07-15
INV001057,P0189,W07,393,59,2026-07-05
INV001058,P0502,W03,165,28,2026-07-13
INV001059,P0040,W07,133,79,2026-07-16
INV001060,P0087,W07,475,61,2026-07-07
INV001061,P0358,W05,122,52,2026-07-14
INV001062,P0610,W05,366,86,2026-07-01
INV001063,P0334,W08,32,85,2026-07-03
INV001064,P0572,W08,267,30,2026-07-27
INV001065,P0496,W08,486,24,2026-07-20
INV001066,P0495,W07,98,43,2026-07-20
INV001067,P0740,W03,106,76,2026-07-07
INV001068,P0137,W04,178,34,2026-07-29
INV001069,P0295,W03,377,49,2026-07-24
INV001070,P0725,W06,404,58,2026-07-10
INV001071,P0709,W04,93,56,2026-07-01
INV001072,P0535,W07,124,37,2026-07-17
INV001073,P0206,W02,222,90,2026-07-25
INV001074,P0160,W07,280,87,2026-07-31
INV001075,P0759,W03,242,20,2026-07-26
INV001076,P0526,W07,465,66,2026-07-30
INV001077,P0043,W03,34,48,2026-07-14
INV001078,P0050,W01,483,69,2026-07-02
INV001079,P0576,W04,417,30,2026-07-24
INV001080,P0722,W08,138,37,2026-07-26
INV001081,P0497,W05,145,87,2026-07-28
INV001082,P0608,W02,195,91,2026-07-23
INV001083,P0565,W04,333,59,2026-07-17
INV001084,P0730,W05,86,73,2026-07-06
INV001085,P0753,W06,368,22,2026-07-10
INV001086,P0079,W02,286,61,2026-07-26
INV001087,P0372,W07,178,81,2026-07-14
INV001088,P0104,W01,283,40,2026-07-17
INV001089,P0530,W04,132,74,2026-07-19
INV001090,P0052,W01,192,97,2026-07-12
INV001091,P0335,W05,182,69,2026-07-24
INV001092,P0791,W04,418,44,2026-07-11
INV001093,P0157,W06,467,43,2026-07-14
INV001094,P0078,W06,295,90,2026-07-24
INV001095,P0191,W07,263,32,2026-07-23
INV001096,P0054,W06,328,74,2026-07-05
INV001097,P0349,W01,219,68,2026-07-18
INV001098,P0043,W04,323,69,2026-07-30
INV001099,P0053,W03,209,60,2026-07-04
INV001100,P0763,W07,117,60,2026-07-21
INV001101,P0212,W08,98,36,2026-07-07
INV001102,P0300,W03,425,97,2026-07-02
INV001103,P0019,W01,495,52,2026-07-16
INV001104,P0430,W07,492,98,2026-07-21
INV001105,P0262,W06,308,40,2026-07-29
INV001106,P0444,W01,278,79,2026-07-27
INV001107,P0235,W01,478,93,2026-07-02
INV001108,P0588,W06,84,47,2026-07-28
INV001109,P0225,W07,96,34,2026-07-09
INV001110,P0344,W05,323,72,2026-07-30
INV001111,P0088,W06,92,43,2026-07-23
INV001112,P0355,W06,435,61,2026-07-04
INV001113,P0596,W07,254,60,2026-07-16
INV001114,P0506,W07,41,75,2026-07-09
INV001115,P0742,W01,396,55,2026-07-06
INV001116,P0787,W02,399,21,2026-07-01
INV001117,P0642,W01,463,74,2026-07-28
INV001118,P0129,W02,356,90,2026-07-06
INV001119,P0216,W06,269,74,2026-07-07
INV001120,P0406,W04,375,89,2026-07-15
INV001121,P0566,W04,44,54,2026-07-23
INV001122,P0534,W01,154,55,2026-07-19
INV001123,P0789,W06,487,43,2026-07-14
INV001124,P0388,W07,434,55,2026-07-12
INV001125,P0479,W01,338,39,2026-07-29
INV001126,P0712,W07,454,97,2026-07-04
INV001127,P0319,W01,131,25,2026-07-12
INV001128,P0270,W02,77,82,2026-07-08
INV001129,P0213,W05,493,66,2026-07-02
INV001130,P0731,W06,462,68,2026-07-23
INV001131,P0193,W06,111,87,2026-07-10
INV001132,P0489,W07,88,47,2026-07-13
INV001133,P0145,W03,266,85,2026-07-05
INV001134,P0702,W07,334,27,2026-07-15
INV001135,P0126,W04,162,80,2026-07-20
INV001136,P0674,W07,209,96,2026-07-24
INV001137,P0627,W05,125,61,2026-07-13
INV001138,P0620,W06,457,32,2026-07-26
INV001139,P0235,W05,238,61,2026-07-20
INV001140,P0313,W04,139,98,2026-07-13
INV001141,P0463,W08,401,91,2026-07-16
INV001142,P0659,W04,233,28,2026-07-22
INV001143,P0373,W03,362,83,2026-07-07
INV001144,P0228,W01,333,26,2026-07-26
INV001145,P0439,W03,445,81,2026-07-31
INV001146,P0451,W03,494,78,2026-07-03
INV001147,P0066,W04,166,71,2026-07-19
INV001148,P0284,W08,358,28,2026-07-06
INV001149,P0444,W08,114,73,2026-07-11
INV001150,P0057,W08,379,46,2026-07-29
INV001151,P0249,W02,346,52,2026-07-29
INV001152,P0029,W08,131,97,2026-07-31
INV001153,P0786,W01,3,74,2026-07-17
INV001154,P0256,W03,223,38,2026-07-02
INV001155,P0182,W02,370,41,2026-07-08
INV001156,P0024,W01,448,87,2026-07-14
INV001157,P0114,W03,8,84,2026-07-18
INV001158,P0352,W04,31,69,2026-07-25
INV001159,P0338,W07,343,50,2026-07-08
INV001160,P0713,W06,102,68,2026-07-17
INV001161,P0375,W04,21,37,2026-07-22
INV001162,P0266,W02,358,88,2026-07-14
INV001163,P0323,W08,71,48,2026-07-14
INV001164,P0301,W01,101,23,2026-07-24
INV001165,P0394,W08,164,27,2026-07-20
INV001166,P0766,W02,489,92,2026-07-23
INV001167,P0464,W06,489,60,2026-07-11
INV001168,P0670,W05,354,99,2026-07-27
INV001169,P0016,W05,250,69,2026-07-25
INV001170,P0651,W07,112,95,2026-07-02
INV001171,P0368,W07,178,37,2026-07-19
INV001172,P0341,W03,201,44,2026-07-12
INV001173,P0609,W01,142,45,2026-07-30
INV001174,P0281,W03,14,79,2026-07-12
INV001175,P0456,W08,449,70,2026-07-13
INV001176,P0075,W04,0,48,2026-07-01
INV001177,P0417,W01,54,95,2026-07-11
INV001178,P0395,W08,251,44,2026-07-03
INV001179,P0546,W05,73,38,2026-07-09
INV001180,P0506,W04,31,69,2026-07-19
INV001181,P0692,W03,490,98,2026-07-01
INV001182,P0736,W06,458,67,2026-07-10
INV001183,P0681,W04,264,29,2026-07-06
INV001184,P0575,W06,356,89,2026-07-06
INV001185,P0607,W05,108,89,2026-07-02
INV001186,P0015,W03,443,59,2026-07-04
INV001187,P0727,W03,207,24,2026-07-07
INV001188,P0342,W05,92,61,2026-07-21
INV001189,P0645,W06,438,99,2026-07-11
INV001190,P0524,W01,422,29,2026-07-07
INV001191,P0129,W07,139,58,2026-07-16
INV001192,P0221,W05,246,23,2026-07-20
INV001193,P0482,W05,270,72,2026-07-21
INV001194,P0719,W06,108,32,2026-07-06
INV001195,P0712,W06,191,41,2026-07-15
INV001196,P0615,W04,195,70,2026-07-06
INV001197,P0354,W05,257,20,2026-07-04
INV001198,P0646,W01,116,30,2026-07-15
INV001199,P0702,W05,492,84,2026-07-30
INV001200,P0502,W01,145,31,2026-07-26
INV001201,P0540,W08,468,76,2026-07-18
INV001202,P0391,W04,403,22,2026-07-15
INV001203,P0513,W02,268,23,2026-07-13
INV001204,P0352,W08,117,47,2026-07-21
INV001205,P0543,W02,154,50,2026-07-11
INV001206,P0674,W08,102,46,2026-07-12
INV001207,P0752,W02,41,63,2026-07-31
INV001208,P0375,W03,130,31,2026-07-12
INV001209,P0747,W08,228,96,2026-07-06
INV001210,P0655,W06,277,100,2026-07-23
INV001211,P0325,W04,475,23,2026-07-30
INV001212,P0588,W03,83,75,2026-07-31
