order_id,customer_id,product_id,quantity,unit_price,order_date,shipping_city,order_status
O001023,C02291,P0634,3,5542.5,2026-04-16 17:29:00,Hyderabad,Returned
O001024,C02330,P0740,4,9717.89,2026-06-27 15:30:00,Bengaluru,Shipped
O001025,C02819,P0477,3,4461.51,2026-04-09 18:14:00,Pune,Delivered
O001026,C02121,P0749,3,786.6,2026-06-26 20:24:00,Pune,Returned
O001027,C01429,P0447,2,4600.17,2026-01-31 13:00:00,Kochi,Shipped
O001028,C02622,P0705,3,3427.16,2026-05-15 16:14:00,Chennai,Returned
O001029,C01102,P0767,1,6194.4,2026-02-01 01:45:00,Delhi,Processing
O001030,C02662,P0120,1,6904.92,2026-05-10 09:42:00,Bengaluru,Shipped
O001031,C01537,P0678,3,4079.47,2026-02-01 00:09:00,Coimbatore,Shipped
O001032,C00207,P0150,3,2899.96,2026-05-17 08:10:00,Coimbatore,Processing
O001033,C01324,P0593,4,1610.75,2026-05-22 17:51:00,Mumbai,Delivered
O001034,C02183,P0713,2,3378.0,2026-03-30 04:34:00,Pune,Returned
O001035,C02976,P0178,4,5673.27,2026-03-04 22:40:00,Coimbatore,Shipped
O001036,C01624,P0453,1,5915.17,2026-04-22 23:42:00,Mumbai,Returned
O001037,C01630,P0037,2,2580.83,2026-04-04 00:09:00,Delhi,Delivered
O001038,C01931,P0687,2,2919.51,2026-04-14 03:21:00,Kochi,Delivered
O001039,C02897,P0634,1,5542.5,2026-06-05 11:07:00,Delhi,Returned
O001040,C00247,P0720,4,8925.71,2026-06-15 19:33:00,Chennai,Shipped
O001041,C00741,P0743,2,2117.79,2026-02-05 06:37:00,Delhi,Returned
O001042,C02840,P0503,2,2098.92,2026-04-13 23:45:00,Coimbatore,Processing
O001043,C01047,P0704,1,4131.24,2026-01-21 19:12:00,Hyderabad,Returned
O001044,C00489,P0220,1,8346.5,2026-01-23 05:48:00,Pune,Delivered
O001045,C00581,P0750,4,4603.74,2026-02-13 06:04:00,Mumbai,Delivered
O001046,C00992,P0404,1,8557.91,2026-05-06 10:04:00,Hyderabad,Delivered
O001047,C02434,P0634,2,5542.5,2026-05-21 19:24:00,Hyderabad,Shipped
O001048,C01845,P0677,2,3602.54,2026-02-27 09:31:00,Coimbatore,Delivered
O001049,C02916,P0621,3,8632.83,2026-05-18 13:29:00,Coimbatore,Shipped
O001050,C01191,P0328,4,9147.78,2026-05-30 06:19:00,Kochi,Shipped
O001051,C01571,P0143,4,3093.82,2026-02-05 08:47:00,Hyderabad,Shipped
O001052,C02980,P0596,4,3439.36,2026-04-07 07:36:00,Pune,Delivered
O001053,C01136,P0460,2,4631.5,2026-06-19 13:08:00,Kochi,Returned
O001054,C00864,P0209,1,3404.12,2026-02-14 05:03:00,Hyderabad,Delivered
O001055,C00759,P0010,2,9207.97,2026-06-14 16:07:00,Kochi,Delivered
O001056,C02780,P0648,4,6112.92,2026-01-06 21:18:00,Mumbai,Shipped
O001057,C01171,P0074,1,2079.76,2026-04-28 22:50:00,Bengaluru,Shipped
O001058,C01020,P0707,4,3698.4,2026-01-29 05:27:00,Mumbai,Shipped
O001059,C00892,P0603,2,7378.66,2026-05-21 03:06:00,Mumbai,Processing
O001060,C02588,P0352,3,3229.8,2026-06-20 22:18:00,Chennai,Returned
O001061,C00333,P0360,3,5243.78,2026-02-10 08:13:00,Bengaluru,Processing
O001062,C02355,P0575,4,9035.22,2026-02-08 11:52:00,Mumbai,Delivered
O001063,C01567,P0792,4,8389.63,2026-01-20 07:40:00,Chennai,Shipped
O001064,C02794,P0137,2,947.81,2026-04-26 00:32:00,Chennai,Delivered
O001065,C00429,P0244,2,8989.85,2026-03-21 13:21:00,Hyderabad,Processing
O001066,C00932,P0299,1,4425.47,2026-06-29 02:51:00,Delhi,Processing
O001067,C00930,P0693,2,1638.87,2026-05-28 11:26:00,Mumbai,Shipped
O001068,C02836,P0194,2,3478.21,2026-06-20 14:27:00,Chennai,Processing
O001069,C02513,P0041,1,7624.7,2026-01-31 05:57:00,Pune,Delivered
O001070,C01263,P0518,2,891.16,2026-06-12 13:13:00,Chennai,Processing
O001071,C02461,P0342,1,6631.4,2026-03-05 23:03:00,Pune,Delivered
O001072,C00235,P0784,4,2111.47,2026-04-30 19:38:00,Mumbai,Delivered
O001073,C00832,P0669,3,9528.59,2026-04-15 19:04:00,Chennai,Delivered
O001074,C02572,P0391,1,828.94,2026-04-09 11:50:00,Mumbai,Returned
O001075,C00593,P0067,1,3696.01,2026-06-22 16:49:00,Chennai,Processing
O001076,C00569,P0484,4,8222.21,2026-05-05 06:08:00,Delhi,Shipped
O001077,C00159,P0312,4,2537.53,2026-05-19 18:39:00,Kochi,Returned
O001078,C00611,P0509,4,6118.83,2026-03-28 21:51:00,Hyderabad,Shipped
O001079,C01711,P0562,4,4622.5,2026-05-21 20:18:00,Kochi,Returned
O001080,C00227,P0725,4,7432.08,2026-02-23 10:13:00,Pune,Shipped
O001081,C02202,P0105,1,5394.62,2026-05-11 20:56:00,Chennai,Shipped
O001082,C01628,P0112,2,8260.57,2026-02-21 17:00:00,Delhi,Processing
O001083,C02928,P0251,3,7031.92,2026-02-04 23:12:00,Bengaluru,Delivered
O001084,C01683,P0338,4,2418.15,2026-05-09 00:47:00,Coimbatore,Returned
O001085,C01469,P0230,2,8972.55,2026-04-12 15:22:00,Kochi,Processing
O001086,C01445,P0398,2,3448.99,2026-06-09 23:08:00,Mumbai,Delivered
O001087,C00995,P0384,1,8533.89,2026-02-19 13:33:00,Hyderabad,Delivered
O001088,C00068,P0010,3,9207.97,2026-06-10 14:50:00,Bengaluru,Delivered
O001089,C01362,P0751,1,7293.97,2026-01-01 00:47:00,Delhi,Delivered
O001090,C02944,P0578,3,6474.47,2026-01-01 01:35:00,Kochi,Returned
O001091,C01620,P0174,3,2919.87,2026-04-18 04:53:00,Chennai,Returned
O001092,C01711,P0105,4,5394.62,2026-03-31 04:26:00,Kochi,Delivered
O001093,C02350,P0370,2,3461.2,2026-03-27 08:58:00,Kochi,Delivered
O001094,C02038,P0379,2,3750.42,2026-03-02 19:46:00,Kochi,Returned
O001095,C00759,P0267,3,910.28,2026-04-29 09:39:00,Kochi,Shipped
O001096,C01333,P0666,1,9941.8,2026-06-09 19:50:00,Hyderabad,Processing
O001097,C02015,P0630,3,6658.91,2026-04-20 11:07:00,Chennai,Delivered
O001098,C02182,P0589,3,1543.12,2026-04-19 23:15:00,Delhi,Processing
O001099,C00866,P0388,1,6275.81,2026-04-12 01:00:00,Chennai,Shipped
O001100,C02634,P0190,3,1226.96,2026-06-21 18:15:00,Chennai,Returned
O001101,C02506,P0572,3,6659.16,2026-01-27 23:41:00,Pune,Returned
O001102,C01764,P0130,2,7163.28,2026-06-27 12:09:00,Pune,Shipped
O001103,C02257,P0532,2,6385.3,2026-05-09 00:21:00,Mumbai,Shipped
O001104,C00399,P0220,3,8346.5,2026-02-19 22:36:00,Bengaluru,Delivered
O001105,C00623,P0679,3,4970.26,2026-02-08 01:21:00,Coimbatore,Delivered
O001106,C00520,P0669,1,9528.59,2026-03-16 05:31:00,Bengaluru,Returned
O001107,C02847,P0588,1,6830.81,2026-05-19 16:19:00,Delhi,Shipped
O001108,C00969,P0324,3,6142.41,2026-04-07 16:54:00,Bengaluru,Delivered
O001109,C02399,P0601,4,5812.86,2026-06-19 17:12:00,Mumbai,Processing
O001110,C00152,P0666,4,9941.8,2026-01-19 13:04:00,Chennai,Delivered
O001111,C00483,P0256,2,5260.23,2026-02-01 15:40:00,Bengaluru,Delivered
O001112,C02645,P0445,2,1947.25,2026-04-11 14:25:00,Hyderabad,Returned
O001113,C02081,P0627,4,556.05,2026-03-10 04:46:00,Pune,Shipped
O001114,C00933,P0243,3,1465.14,2026-03-19 10:38:00,Delhi,Returned
O001115,C00374,P0071,4,5958.46,2026-05-26 10:49:00,Delhi,Processing
O001116,C02978,P0609,3,1275.15,2026-04-28 02:17:00,Chennai,Delivered
O001117,C00043,P0452,3,8196.17,2026-06-07 08:44:00,Mumbai,Processing
O001118,C02599,P0666,1,9941.8,2026-04-04 06:34:00,Chennai,Returned
O001119,C01056,P0125,3,7041.49,2026-01-19 23:27:00,Bengaluru,Shipped
O001120,C00939,P0076,2,6314.65,2026-01-25 23:22:00,Pune,Delivered
O001121,C01545,P0717,4,9261.46,2026-01-11 10:17:00,Kochi,Delivered
O001122,C01611,P0369,1,4587.77,2026-01-03 01:59:00,Delhi,Returned
O001123,C01769,P0131,1,7488.79,2026-04-30 12:59:00,Bengaluru,Processing
O001124,C01725,P0073,3,5094.93,2026-01-15 21:52:00,Bengaluru,Returned
O001125,C00137,P0295,1,9626.53,2026-03-28 18:48:00,Bengaluru,Processing
O001126,C01422,P0302,1,2628.99,2026-02-04 17:09:00,Kochi,Shipped
O001127,C00574,P0494,3,7697.7,2026-02-10 18:16:00,Kochi,Delivered
O001128,C01732,P0113,4,3582.38,2026-03-14 20:23:00,Chennai,Returned
O001129,C02748,P0167,3,3360.33,2026-05-15 08:24:00,Chennai,Shipped
O001130,C02462,P0324,3,6142.41,2026-05-07 10:14:00,Kochi,Processing
O001131,C00445,P0637,2,797.52,2026-02-22 17:02:00,Pune,Processing
O001132,C02370,P0595,2,3060.11,2026-02-27 08:43:00,Delhi,Processing
O001133,C00767,P0566,2,6373.4,2026-05-21 18:11:00,Mumbai,Delivered
O001134,C02002,P0515,1,7243.57,2026-04-12 20:10:00,Bengaluru,Processing
O001135,C01799,P0393,3,533.66,2026-04-21 19:10:00,Chennai,Shipped
O001136,C02474,P0769,2,4342.42,2026-03-21 22:04:00,Coimbatore,Returned
O001137,C02127,P0417,1,4565.4,2026-05-01 04:38:00,Kochi,Processing
O001138,C02714,P0481,4,580.78,2026-04-02 21:35:00,Coimbatore,Delivered
O001139,C00381,P0195,3,873.38,2026-03-13 14:16:00,Mumbai,Shipped
O001140,C02043,P0434,4,4553.72,2026-02-08 03:32:00,Bengaluru,Shipped
O001141,C01778,P0703,1,6202.03,2026-04-21 05:02:00,Chennai,Processing
O001142,C02418,P0725,3,7432.08,2026-03-10 15:52:00,Bengaluru,Shipped
O001143,C00554,P0511,3,791.85,2026-04-01 11:00:00,Bengaluru,Returned
O001144,C02456,P0400,4,8795.04,2026-03-22 02:17:00,Kochi,Delivered
O001145,C01169,P0640,2,3850.52,2026-06-22 06:54:00,Bengaluru,Shipped
O001146,C00859,P0408,4,5035.02,2026-01-08 02:17:00,Pune,Processing
O001147,C02018,P0279,1,3009.41,2026-04-04 23:23:00,Delhi,Returned
O001148,C02697,P0508,1,2136.59,2026-05-28 08:49:00,Pune,Processing
O001149,C02551,P0337,3,1994.97,2026-06-28 21:03:00,Mumbai,Returned
O001150,C01079,P0081,1,3253.67,2026-06-07 15:30:00,Bengaluru,Returned
O001151,C00346,P0317,3,6564.28,2026-01-27 04:51:00,Mumbai,Returned
O001152,C00119,P0259,3,7345.66,2026-03-05 12:21:00,Mumbai,Shipped
O001153,C00906,P0613,2,1307.31,2026-02-04 15:47:00,Bengaluru,Returned
O001154,C02868,P0602,4,8981.46,2026-02-18 23:44:00,Pune,Delivered
O001155,C01864,P0334,2,3927.84,2026-01-31 17:24:00,Kochi,Returned
O001156,C01382,P0286,2,5096.16,2026-02-03 22:26:00,Hyderabad,Returned
O001157,C01647,P0095,1,7753.59,2026-04-30 08:47:00,Bengaluru,Shipped
O001158,C02903,P0655,3,7096.19,2026-03-30 21:56:00,Delhi,Shipped
O001159,C01831,P0171,1,1015.26,2026-05-13 00:22:00,Hyderabad,Processing
O001160,C01082,P0322,4,3075.32,2026-01-14 01:53:00,Kochi,Returned
O001161,C02289,P0774,4,1562.02,2026-03-02 00:09:00,Mumbai,Shipped
O001162,C01710,P0577,2,994.37,2026-01-07 11:47:00,Pune,Returned
O001163,C01009,P0664,2,4113.17,2026-04-11 08:50:00,Bengaluru,Delivered
O001164,C02371,P0791,4,7042.88,2026-04-15 05:00:00,Coimbatore,Shipped
O001165,C00349,P0454,2,2095.86,2026-05-23 18:45:00,Delhi,Shipped
O001166,C01681,P0775,2,1219.32,2026-02-01 00:40:00,Chennai,Returned
O001167,C02237,P0772,4,6650.14,2026-02-14 12:45:00,Hyderabad,Processing
O001168,C01803,P0048,4,1430.43,2026-03-06 18:23:00,Chennai,Delivered
O001169,C02080,P0426,2,9983.21,2026-01-03 09:31:00,Coimbatore,Shipped
O001170,C02126,P0168,1,3315.66,2026-02-04 15:45:00,Mumbai,Returned
O001171,C00464,P0224,4,2422.72,2026-04-29 10:06:00,Kochi,Shipped
O001172,C01972,P0695,3,4398.85,2026-02-18 16:19:00,Kochi,Returned
O001173,C01106,P0164,2,5943.35,2026-04-29 11:55:00,Bengaluru,Delivered
O001174,C00103,P0280,4,7858.55,2026-03-25 01:57:00,Hyderabad,Processing
O001175,C00033,P0560,3,9414.81,2026-02-24 03:40:00,Kochi,Returned
O001176,C01808,P0305,1,1076.57,2026-04-06 20:51:00,Delhi,Processing
O001177,C02275,P0564,4,3746.46,2026-03-28 06:31:00,Chennai,Processing
O001178,C01979,P0037,2,2580.83,2026-02-16 18:20:00,Chennai,Processing
O001179,C01541,P0354,2,9782.15,2026-02-06 04:43:00,Bengaluru,Delivered
O001180,C01966,P0653,1,3849.13,2026-01-10 18:43:00,Delhi,Shipped
O001181,C02235,P0147,1,7130.53,2026-05-25 09:08:00,Bengaluru,Delivered
O001182,C00832,P0220,3,8346.5,2026-05-26 23:50:00,Chennai,Returned
O001183,C01470,P0469,2,7483.98,2026-02-24 13:06:00,Pune,Returned
O001184,C02223,P0798,2,6080.32,2026-04-02 17:32:00,Coimbatore,Processing
O001185,C01122,P0350,1,5219.84,2026-06-22 18:34:00,Mumbai,Returned
O001186,C02596,P0500,1,2401.8,2026-02-23 17:11:00,Kochi,Shipped
O001187,C00952,P0769,1,4342.42,2026-06-30 03:22:00,Bengaluru,Returned
O001188,C02047,P0732,4,5381.3,2026-06-21 09:35:00,Delhi,Returned
O001189,C02730,P0323,2,7277.23,2026-03-04 12:09:00,Hyderabad,Returned
O001190,C01009,P0389,2,8090.99,2026-05-11 05:38:00,Bengaluru,Shipped
O001191,C00037,P0458,4,3532.14,2026-06-23 21:32:00,Kochi,Returned
O001192,C01868,P0512,4,9387.92,2026-03-02 01:07:00,Delhi,Processing
O001193,C02372,P0185,3,5277.61,2026-01-16 15:22:00,Mumbai,Returned
O001194,C02607,P0040,2,1611.09,2026-02-24 14:45:00,Hyderabad,Delivered
O001195,C00219,P0689,3,9487.92,2026-04-19 07:53:00,Kochi,Returned
O001196,C01002,P0684,2,9893.76,2026-01-05 02:59:00,Mumbai,Processing
O001197,C01539,P0307,1,2471.27,2026-02-03 02:28:00,Bengaluru,Processing
O001198,C02402,P0749,1,786.6,2026-02-14 21:50:00,Coimbatore,Shipped
O001199,C02675,P0550,4,2666.58,2026-06-23 15:14:00,Delhi,Shipped
O001200,C02719,P0107,3,992.48,2026-01-31 21:51:00,Coimbatore,Processing
O001201,C00611,P0588,4,6830.81,2026-06-22 10:53:00,Hyderabad,Delivered
O001202,C02178,P0121,3,934.55,2026-06-29 17:12:00,Mumbai,Delivered
O001203,C00026,P0182,2,5319.06,2026-06-16 07:15:00,Kochi,Delivered
O001204,C02585,P0332,2,8935.46,2026-01-26 22:46:00,Pune,Delivered
O001205,C01683,P0584,1,8485.47,2026-02-09 10:35:00,Coimbatore,Shipped
O001206,C00460,P0064,3,3290.97,2026-03-01 11:04:00,Delhi,Returned
O001207,C00050,P0230,1,8972.55,2026-04-15 10:54:00,Bengaluru,Returned
O001208,C01978,P0150,2,2899.96,2026-05-14 01:37:00,Kochi,Delivered
O001209,C02858,P0427,3,7722.75,2026-05-22 10:28:00,Chennai,Processing
O001210,C00796,P0429,2,6574.5,2026-06-24 08:33:00,Delhi,Processing
O001211,C00029,P0296,3,8312.94,2026-02-27 14:44:00,Pune,Delivered
O001212,C01341,P0410,4,4789.21,2026-05-10 03:25:00,Pune,Processing
O001213,C02564,P0268,1,4813.91,2026-06-03 17:46:00,Pune,Processing
O001214,C00646,P0701,1,1291.57,2026-04-26 16:07:00,Kochi,Shipped
O001215,C02319,P0649,4,9469.45,2026-02-03 05:05:00,Bengaluru,Shipped
O001216,C02960,P0233,3,8252.74,2026-04-16 16:24:00,Coimbatore,Delivered
O001217,C01233,P0553,3,3486.3,2026-04-17 02:32:00,Chennai,Returned
O001218,C00575,P0195,4,873.38,2026-03-18 08:18:00,Coimbatore,Delivered
O001219,C01819,P0675,4,8934.69,2026-06-21 21:30:00,Kochi,Returned
O001220,C02678,P0457,3,5802.71,2026-06-11 00:10:00,Mumbai,Delivered
O001221,C02600,P0102,3,7184.15,2026-04-29 22:49:00,Bengaluru,Returned
O001222,C02400,P0395,3,3463.19,2026-02-18 11:45:00,Hyderabad,Returned
O001223,C01818,P0025,1,4622.76,2026-02-07 09:20:00,Hyderabad,Delivered
O001224,C01030,P0564,4,3746.46,2026-04-08 12:14:00,Chennai,Shipped
O001225,C02768,P0030,3,4007.63,2026-04-08 05:56:00,Hyderabad,Shipped
O001226,C01220,P0703,4,6202.03,2026-02-01 18:10:00,Bengaluru,Delivered
O001227,C02611,P0193,1,7596.81,2026-06-10 09:55:00,Hyderabad,Shipped
O001228,C00423,P0468,1,6423.78,2026-03-15 10:49:00,Pune,Shipped
O001229,C00246,P0389,4,8090.99,2026-01-10 00:53:00,Coimbatore,Returned
O001230,C00226,P0323,4,7277.23,2026-06-27 19:43:00,Mumbai,Returned
O001231,C00594,P0345,2,1998.33,2026-01-19 15:33:00,Bengaluru,Delivered
O001232,C01678,P0423,4,805.35,2026-04-24 10:23:00,Chennai,Delivered
O001233,C02369,P0524,2,5664.21,2026-01-03 21:22:00,Hyderabad,Delivered
O001234,C00831,P0409,4,7152.62,2026-05-09 09:16:00,Mumbai,Shipped
O001235,C00989,P0435,2,1474.61,2026-04-22 02:47:00,Delhi,Delivered
O001236,C01298,P0244,3,8989.85,2026-06-02 14:51:00,Delhi,Processing
O001237,C00665,P0469,4,7483.98,2026-02-07 18:46:00,Delhi,Returned
O001238,C00461,P0566,3,6373.4,2026-06-22 03:54:00,Chennai,Processing
O001239,C01557,P0476,2,867.09,2026-06-22 08:05:00,Pune,Delivered
O001240,C01610,P0162,4,6800.39,2026-01-15 20:17:00,Chennai,Processing
O001241,C00286,P0417,4,4565.4,2026-04-29 23:09:00,Mumbai,Returned
O001242,C01668,P0090,3,646.74,2026-01-19 17:42:00,Delhi,Delivered
O001243,C01721,P0270,1,8731.95,2026-03-07 22:35:00,Kochi,Delivered
O001244,C02401,P0155,2,7088.03,2026-04-20 06:49:00,Coimbatore,Shipped
O001245,C02125,P0151,1,5217.03,2026-06-19 05:42:00,Delhi,Returned
O001246,C02092,P0616,1,3900.2,2026-01-19 07:15:00,Coimbatore,Processing
O001247,C00619,P0498,1,3416.54,2026-05-25 14:48:00,Coimbatore,Returned
O001248,C02205,P0251,4,7031.92,2026-04-10 16:28:00,Chennai,Processing
O001249,C02555,P0070,4,8064.57,2026-04-06 07:09:00,Delhi,Returned
O001250,C01874,P0398,1,3448.99,2026-03-04 21:18:00,Kochi,Shipped
O001251,C01236,P0493,1,534.0,2026-03-18 07:54:00,Delhi,Shipped
O001252,C01813,P0632,3,6060.23,2026-01-01 11:42:00,Coimbatore,Shipped
O001253,C02255,P0015,2,5334.5,2026-02-24 12:49:00,Chennai,Delivered
O001254,C01201,P0106,4,176.87,2026-05-06 03:49:00,Hyderabad,Processing
O001255,C00340,P0078,2,9351.9,2026-05-05 01:47:00,Bengaluru,Shipped
O001256,C00696,P0164,3,5943.35,2026-05-10 20:53:00,Bengaluru,Delivered
O001257,C01543,P0243,1,1465.14,2026-03-20 06:39:00,Mumbai,Returned
O001258,C01411,P0275,3,7489.31,2026-04-25 22:00:00,Mumbai,Returned
O001259,C02971,P0447,2,4600.17,2026-05-26 10:21:00,Delhi,Delivered
O001260,C00349,P0549,2,1936.82,2026-05-08 11:19:00,Delhi,Processing
O001261,C02134,P0726,2,1737.63,2026-05-06 15:02:00,Delhi,Processing
O001262,C01243,P0608,4,9699.3,2026-06-04 06:20:00,Coimbatore,Shipped
O001263,C02746,P0476,1,867.09,2026-01-22 20:10:00,Coimbatore,Shipped
O001264,C02676,P0262,4,9830.21,2026-04-29 12:07:00,Bengaluru,Processing
O001265,C02523,P0496,4,9815.02,2026-02-22 08:23:00,Bengaluru,Returned
O001266,C02823,P0123,1,9485.28,2026-06-03 06:51:00,Coimbatore,Processing
O001267,C01900,P0122,1,8775.26,2026-05-22 15:33:00,Chennai,Delivered
O001268,C01284,P0427,1,7722.75,2026-05-16 03:44:00,Delhi,Returned
O001269,C00835,P0051,4,3973.71,2026-04-12 02:19:00,Chennai,Shipped
O001270,C00668,P0336,3,2292.06,2026-02-09 18:48:00,Mumbai,Delivered
O001271,C02377,P0439,3,9228.23,2026-03-26 08:12:00,Bengaluru,Processing
O001272,C01407,P0323,3,7277.23,2026-02-11 21:41:00,Coimbatore,Returned
O001273,C01141,P0137,3,947.81,2026-06-13 14:56:00,Coimbatore,Processing
O001274,C00831,P0778,4,6963.87,2026-06-11 22:06:00,Mumbai,Shipped
O001275,C00139,P0677,1,3602.54,2026-03-14 17:40:00,Bengaluru,Shipped
O001276,C00688,P0627,2,556.05,2026-05-04 20:50:00,Pune,Shipped
O001277,C02775,P0376,4,1363.04,2026-05-17 14:00:00,Bengaluru,Processing
O001278,C01555,P0009,4,3085.29,2026-01-07 04:07:00,Bengaluru,Delivered
O001279,C01415,P0412,3,4018.41,2026-05-15 13:36:00,Mumbai,Processing
O001280,C00335,P0097,3,1527.35,2026-01-08 08:07:00,Coimbatore,Processing
O001281,C01516,P0373,1,9052.26,2026-05-20 23:07:00,Bengaluru,Delivered
O001282,C02808,P0690,1,4940.77,2026-04-17 13:38:00,Mumbai,Delivered
O001283,C01735,P0365,4,6145.31,2026-05-03 22:28:00,Pune,Shipped
O001284,C00430,P0655,2,7096.19,2026-04-22 00:36:00,Chennai,Delivered
O001285,C01120,P0551,2,8695.78,2026-05-19 01:10:00,Coimbatore,Delivered
O001286,C01742,P0751,2,7293.97,2026-06-05 20:34:00,Bengaluru,Shipped
O001287,C02170,P0506,2,6514.66,2026-03-04 14:24:00,Coimbatore,Delivered
O001288,C02472,P0014,4,5097.6,2026-06-19 17:59:00,Delhi,Returned
O001289,C00266,P0173,1,8537.22,2026-04-09 06:45:00,Coimbatore,Delivered
O001290,C02705,P0705,1,3427.16,2026-04-21 11:16:00,Mumbai,Delivered
O001291,C02227,P0430,1,2345.57,2026-01-08 09:12:00,Delhi,Returned
O001292,C00417,P0189,3,2622.12,2026-02-20 11:16:00,Chennai,Returned
O001293,C00131,P0682,1,4013.05,2026-06-06 07:05:00,Delhi,Processing
O001294,C01844,P0521,1,4330.23,2026-05-05 02:00:00,Chennai,Shipped
O001295,C00216,P0011,3,1928.34,2026-03-25 22:32:00,Bengaluru,Processing
O001296,C02674,P0015,1,5334.5,2026-05-20 15:23:00,Delhi,Delivered
O001297,C02673,P0059,3,8701.51,2026-02-17 20:07:00,Pune,Processing
O001298,C00922,P0148,2,1255.74,2026-04-01 11:48:00,Mumbai,Processing
O001299,C02648,P0207,2,293.32,2026-03-07 20:47:00,Delhi,Shipped
O001300,C00863,P0703,2,6202.03,2026-06-15 02:51:00,Chennai,Shipped
O001301,C01239,P0694,2,614.19,2026-01-02 04:48:00,Delhi,Processing
O001302,C02694,P0528,2,3900.97,2026-03-05 23:37:00,Delhi,Delivered
O001303,C01638,P0224,1,2422.72,2026-03-03 04:36:00,Chennai,Shipped
O001304,C01731,P0504,1,2455.83,2026-03-07 22:09:00,Kochi,Returned
O001305,C01080,P0671,3,8333.09,2026-05-08 22:20:00,Hyderabad,Shipped
O001306,C02479,P0013,1,3585.81,2026-01-31 01:02:00,Bengaluru,Returned
O001307,C02954,P0656,1,8003.84,2026-05-23 16:39:00,Hyderabad,Returned
O001308,C01969,P0390,3,1923.02,2026-03-28 07:02:00,Kochi,Shipped
O001309,C02613,P0298,2,5929.04,2026-03-04 11:58:00,Hyderabad,Returned
O001310,C01218,P0525,2,1451.9,2026-04-27 01:20:00,Delhi,Delivered
O001311,C00302,P0696,1,916.89,2026-02-20 06:45:00,Mumbai,Returned
O001312,C00839,P0086,4,5641.27,2026-02-24 16:24:00,Chennai,Processing
O001313,C01727,P0025,1,4622.76,2026-03-22 02:03:00,Hyderabad,Shipped
O001314,C02956,P0250,3,9100.39,2026-01-25 03:50:00,Hyderabad,Returned
O001315,C02979,P0242,4,1599.95,2026-05-23 09:49:00,Pune,Processing
O001316,C01848,P0697,2,7318.56,2026-04-16 05:44:00,Bengaluru,Processing
O001317,C00053,P0247,2,4396.32,2026-03-10 22:36:00,Bengaluru,Shipped
O001318,C00016,P0444,2,8281.1,2026-04-23 08:03:00,Kochi,Shipped
O001319,C01645,P0132,2,8576.74,2026-04-26 04:36:00,Coimbatore,Returned
O001320,C00533,P0027,2,8581.06,2026-06-04 10:19:00,Bengaluru,Delivered
O001321,C02407,P0017,4,9248.9,2026-03-26 02:46:00,Coimbatore,Delivered
O001322,C00764,P0004,2,1339.91,2026-06-04 21:31:00,Delhi,Processing
O001323,C02355,P0012,4,1540.01,2026-04-01 14:16:00,Mumbai,Returned
O001324,C02328,P0571,3,1762.72,2026-06-11 12:57:00,Mumbai,Processing
O001325,C01454,P0759,1,652.17,2026-04-24 02:11:00,Coimbatore,Shipped
O001326,C00911,P0039,2,6812.26,2026-06-01 04:57:00,Delhi,Processing
O001327,C00712,P0306,2,2652.55,2026-01-28 07:14:00,Chennai,Processing
O001328,C00836,P0755,2,7943.76,2026-02-02 03:11:00,Kochi,Shipped
O001329,C00153,P0236,1,7351.26,2026-06-15 01:43:00,Hyderabad,Processing
O001330,C00679,P0750,3,4603.74,2026-04-07 00:02:00,Kochi,Shipped
O001331,C00529,P0030,2,4007.63,2026-06-24 00:03:00,Bengaluru,Processing
O001332,C02009,P0516,2,6096.93,2026-01-07 05:47:00,Coimbatore,Delivered
O001333,C01856,P0789,3,1259.63,2026-02-09 01:42:00,Chennai,Delivered
O001334,C00706,P0712,3,3112.13,2026-04-02 13:24:00,Kochi,Shipped
O001335,C02095,P0086,4,5641.27,2026-01-02 14:51:00,Pune,Shipped
O001336,C02613,P0229,1,9936.26,2026-03-10 08:15:00,Hyderabad,Returned
O001337,C01236,P0289,2,9583.99,2026-05-07 08:22:00,Delhi,Delivered
O001338,C00934,P0359,3,2458.76,2026-06-07 14:19:00,Mumbai,Shipped
O001339,C01695,P0500,2,2401.8,2026-01-04 01:11:00,Pune,Returned
O001340,C00940,P0392,2,1508.78,2026-03-25 04:40:00,Mumbai,Returned
O001341,C01001,P0673,4,7405.45,2026-04-09 16:34:00,Hyderabad,Processing
O001342,C02246,P0563,1,6057.9,2026-03-01 19:44:00,Kochi,Delivered
O001343,C00600,P0281,1,8900.67,2026-03-01 17:01:00,Pune,Processing
O001344,C01610,P0795,3,4749.67,2026-01-17 10:33:00,Chennai,Shipped
O001345,C01218,P0072,1,4327.35,2026-01-27 08:00:00,Delhi,Returned
O001346,C02298,P0716,3,505.29,2026-02-11 20:53:00,Chennai,Processing
O001347,C02910,P0247,2,4396.32,2026-04-29 03:31:00,Mumbai,Processing
O001348,C00768,P0771,3,3548.02,2026-01-04 18:19:00,Hyderabad,Processing
O001349,C02758,P0422,2,7879.15,2026-05-09 00:16:00,Bengaluru,Shipped
O001350,C02233,P0675,3,8934.69,2026-02-08 02:21:00,Chennai,Shipped
O001351,C00210,P0778,1,6963.87,2026-03-15 21:54:00,Coimbatore,Delivered
O001352,C01094,P0414,3,1428.87,2026-01-24 12:33:00,Mumbai,Processing
