transaction_id,store_id,product_id,customer_id,quantity,unit_price,transaction_date,payment_method
T002420,S002,P0659,C02605,2,7727.73,2026-05-05 08:39:00,Cash
T002421,S002,P0519,C01952,2,1759.88,2026-06-03 00:21:00,Cash
T002422,S009,P0370,C00479,5,3461.2,2026-06-10 23:38:00,Cash
T002423,S017,P0350,C02054,4,5219.84,2026-04-12 01:25:00,UPI
T002424,S009,P0661,C01869,2,936.39,2026-06-28 15:19:00,UPI
T002425,S016,P0552,C02276,1,947.5,2026-02-02 22:37:00,Wallet
T002426,S008,P0798,C01277,1,6080.32,2026-06-26 07:36:00,UPI
T002427,S017,P0357,C01985,3,4375.29,2026-01-19 21:45:00,Cash
T002428,S004,P0635,C00790,5,4059.59,2026-01-30 03:56:00,Cash
T002429,S024,P0245,C02711,4,4480.53,2026-02-10 16:40:00,Card
T002430,S010,P0034,C01482,3,7586.4,2026-01-18 06:15:00,Card
T002431,S006,P0786,C00965,5,3671.5,2026-05-18 11:10:00,Wallet
T002432,S011,P0084,C02762,5,1223.23,2026-02-12 08:45:00,Cash
T002433,S017,P0032,C01682,2,5989.11,2026-06-24 23:43:00,Cash
T002434,S005,P0431,C01869,1,5205.67,2026-04-12 09:43:00,UPI
T002435,S025,P0757,C01918,1,4855.21,2026-05-18 09:46:00,Cash
T002436,S022,P0202,C01879,5,8603.22,2026-03-14 19:27:00,Cash
T002437,S012,P0191,C00226,3,8443.81,2026-03-08 03:42:00,Cash
T002438,S022,P0737,C01379,2,4141.59,2026-01-31 13:28:00,Cash
T002439,S015,P0274,C01157,1,6974.26,2026-02-21 02:57:00,Wallet
T002440,S017,P0467,C01917,5,5109.04,2026-05-23 16:59:00,Card
T002441,S004,P0660,C02932,2,7325.53,2026-02-21 04:20:00,UPI
T002442,S025,P0759,C00159,4,652.17,2026-05-13 01:13:00,Card
T002443,S009,P0696,C02729,1,916.89,2026-05-01 16:20:00,UPI
T002444,S016,P0788,C02534,3,2185.3,2026-01-28 03:48:00,UPI
T002445,S013,P0128,C00712,3,238.74,2026-02-28 01:17:00,UPI
T002446,S022,P0705,C01817,3,3427.16,2026-04-10 06:17:00,Wallet
T002447,S009,P0551,C02838,1,8695.78,2026-01-22 23:40:00,UPI
T002448,S018,P0024,C02843,3,3347.34,2026-01-18 08:15:00,Wallet
T002449,S017,P0419,C01981,1,343.71,2026-04-22 21:00:00,Wallet
T002450,S014,P0264,C01120,2,7171.07,2026-04-05 14:57:00,Card
T002451,S016,P0789,C01198,3,1259.63,2026-02-06 15:05:00,UPI
T002452,S018,P0713,C01060,5,3378.0,2026-06-02 01:24:00,Wallet
T002453,S001,P0482,C00337,1,3807.98,2026-06-19 17:11:00,UPI
T002454,S025,P0515,C01898,4,7243.57,2026-02-18 07:10:00,UPI
T002455,S011,P0237,C00993,2,3411.61,2026-03-23 01:29:00,Wallet
T002456,S022,P0796,C00193,3,4753.83,2026-05-26 00:29:00,Cash
T002457,S008,P0230,C00120,4,8972.55,2026-02-09 11:39:00,Card
T002458,S025,P0316,C01541,4,512.74,2026-03-06 05:59:00,Wallet
T002459,S022,P0674,C01051,5,9237.26,2026-03-31 15:46:00,UPI
T002460,S009,P0773,C00876,1,8629.97,2026-02-21 21:59:00,Card
T002461,S015,P0526,C00415,4,9168.71,2026-01-15 13:21:00,Card
T002462,S006,P0268,C01655,5,4813.91,2026-04-08 05:13:00,Cash
T002463,S017,P0479,C00092,3,6996.75,2026-03-16 17:15:00,UPI
T002464,S002,P0108,C02786,2,8607.23,2026-01-17 07:41:00,UPI
T002465,S008,P0524,C01745,3,5664.21,2026-02-17 21:24:00,Card
T002466,S012,P0254,C00343,3,7277.48,2026-02-19 11:27:00,Wallet
T002467,S004,P0381,C00397,5,4277.41,2026-06-18 14:58:00,Card
T002468,S003,P0475,C01505,5,3011.03,2026-01-07 15:02:00,Wallet
T002469,S009,P0059,C00089,2,8701.51,2026-01-18 08:23:00,Card
T002470,S007,P0778,C01886,3,6963.87,2026-06-04 18:02:00,Card
T002471,S010,P0363,C01562,4,3200.47,2026-03-15 19:00:00,UPI
T002472,S013,P0706,C01355,2,6473.34,2026-02-11 04:53:00,Card
T002473,S007,P0323,C00375,2,7277.23,2026-05-21 10:50:00,UPI
T002474,S004,P0075,C01379,3,6747.45,2026-01-15 03:48:00,UPI
T002475,S021,P0117,C02425,1,1196.2,2026-06-25 02:13:00,Card
T002476,S016,P0029,C01554,1,4435.78,2026-04-15 17:40:00,UPI
T002477,S007,P0254,C01647,5,7277.48,2026-05-17 00:35:00,UPI
T002478,S006,P0034,C01477,2,7586.4,2026-06-08 05:47:00,UPI
T002479,S006,P0692,C01267,3,1400.03,2026-03-24 12:38:00,Wallet
T002480,S024,P0449,C02679,2,9895.99,2026-01-10 04:53:00,Cash
T002481,S022,P0205,C02296,3,4275.6,2026-01-27 23:21:00,Card
T002482,S004,P0324,C01739,1,6142.41,2026-03-01 00:12:00,Wallet
T002483,S022,P0112,C02808,3,8260.57,2026-04-08 00:07:00,Cash
T002484,S023,P0277,C00581,4,3757.9,2026-05-25 01:59:00,UPI
T002485,S011,P0547,C01128,3,3808.05,2026-04-10 19:21:00,Card
T002486,S005,P0450,C01298,5,4833.69,2026-01-31 07:39:00,Wallet
T002487,S012,P0543,C00522,5,7511.43,2026-06-10 01:12:00,UPI
T002488,S020,P0547,C00437,3,3808.05,2026-05-25 18:37:00,Cash
T002489,S005,P0033,C00750,2,8396.28,2026-01-19 00:40:00,Card
T002490,S019,P0356,C02274,3,6296.35,2026-06-16 16:15:00,Card
T002491,S023,P0357,C02094,1,4375.29,2026-05-27 22:00:00,Card
T002492,S021,P0686,C02575,3,8846.41,2026-04-09 09:38:00,Card
T002493,S011,P0521,C02122,1,4330.23,2026-06-25 21:01:00,UPI
T002494,S016,P0508,C01295,1,2136.59,2026-04-10 15:20:00,UPI
T002495,S007,P0600,C02811,4,8512.12,2026-03-02 23:18:00,Cash
T002496,S012,P0266,C01208,2,4596.66,2026-05-06 20:54:00,Card
T002497,S016,P0288,C02883,4,3932.63,2026-03-06 11:46:00,Wallet
T002498,S025,P0495,C01037,3,2593.21,2026-06-12 15:31:00,Cash
T002499,S019,P0580,C01600,3,2979.67,2026-05-03 05:13:00,Card
T002500,S010,P0035,C01254,4,6699.1,2026-04-27 18:18:00,UPI
T002501,S013,P0050,C01781,1,4810.52,2026-04-03 07:38:00,Card
T002502,S014,P0400,C01220,5,8795.04,2026-02-06 09:47:00,Card
T002503,S012,P0760,C02751,4,308.96,2026-06-13 05:57:00,Cash
T002504,S019,P0213,C02036,4,4276.85,2026-04-10 08:46:00,Card
T002505,S021,P0576,C01441,3,6691.73,2026-02-11 12:33:00,Wallet
T002506,S005,P0022,C02388,1,1191.13,2026-01-06 14:44:00,UPI
T002507,S015,P0023,C01042,1,7075.84,2026-03-18 04:54:00,Card
T002508,S024,P0370,C01038,3,3461.2,2026-01-11 15:41:00,Card
T002509,S003,P0618,C01783,1,4111.77,2026-04-16 18:28:00,Wallet
T002510,S008,P0062,C02350,5,2738.53,2026-02-28 13:43:00,Card
T002511,S001,P0648,C01036,4,6112.92,2026-02-02 21:23:00,Wallet
T002512,S005,P0578,C00588,4,6474.47,2026-04-01 07:06:00,Cash
T002513,S010,P0685,C00427,4,3601.0,2026-04-14 14:22:00,Card
T002514,S025,P0128,C02809,4,238.74,2026-04-17 15:43:00,UPI
T002515,S002,P0223,C00540,3,1097.95,2026-04-26 15:09:00,Card
T002516,S010,P0768,C02787,5,8965.31,2026-04-10 15:49:00,Card
T002517,S017,P0691,C02600,5,7534.79,2026-04-04 11:31:00,Cash
T002518,S018,P0274,C00634,4,6974.26,2026-03-25 22:42:00,Cash
T002519,S014,P0160,C02809,2,5876.12,2026-04-13 04:32:00,UPI
T002520,S019,P0512,C02423,3,9387.92,2026-05-16 07:01:00,Wallet
T002521,S010,P0744,C01076,3,2393.06,2026-03-04 07:24:00,Cash
T002522,S015,P0729,C02553,3,8802.63,2026-02-18 19:24:00,UPI
T002523,S024,P0178,C01838,2,5673.27,2026-02-19 22:30:00,UPI
T002524,S022,P0505,C02907,3,1428.24,2026-06-08 12:24:00,Card
T002525,S017,P0450,C02988,1,4833.69,2026-04-29 18:42:00,Card
T002526,S001,P0136,C00595,3,9081.55,2026-04-15 12:47:00,Card
T002527,S013,P0219,C02457,2,1397.47,2026-06-14 10:28:00,Card
T002528,S015,P0488,C01588,1,9348.84,2026-02-24 13:24:00,Wallet
T002529,S025,P0278,C02911,1,1264.65,2026-02-06 16:03:00,Cash
T002530,S011,P0042,C01140,4,2098.12,2026-01-28 18:31:00,Cash
T002531,S018,P0102,C00331,2,7184.15,2026-06-16 15:26:00,Wallet
T002532,S004,P0237,C02068,1,3411.61,2026-03-18 21:17:00,UPI
T002533,S023,P0359,C00027,2,2458.76,2026-04-16 01:44:00,Card
T002534,S006,P0545,C02943,5,790.43,2026-02-21 07:24:00,UPI
T002535,S022,P0489,C02662,3,2399.84,2026-03-28 18:49:00,Cash
T002536,S017,P0602,C01461,2,8981.46,2026-02-10 22:30:00,Card
T002537,S016,P0453,C01721,4,5915.17,2026-04-09 17:39:00,Cash
T002538,S007,P0187,C00845,5,5154.45,2026-04-21 06:09:00,Cash
T002539,S025,P0716,C01086,2,505.29,2026-04-24 00:48:00,Card
T002540,S024,P0655,C01872,2,7096.19,2026-06-27 07:02:00,Card
T002541,S007,P0733,C01805,5,9425.26,2026-04-09 19:22:00,Wallet
T002542,S003,P0789,C02370,2,1259.63,2026-06-20 05:52:00,Cash
T002543,S005,P0123,C00169,1,9485.28,2026-03-11 23:13:00,Wallet
T002544,S025,P0002,C02006,4,1803.85,2026-05-25 05:19:00,Card
T002545,S021,P0070,C01055,2,8064.57,2026-06-14 13:43:00,Cash
T002546,S019,P0714,C02138,4,2457.7,2026-05-28 06:45:00,Wallet
T002547,S003,P0352,C00888,4,3229.8,2026-02-08 14:02:00,Cash
T002548,S004,P0366,C01952,2,6806.89,2026-03-23 15:59:00,UPI
T002549,S018,P0365,C00744,1,6145.31,2026-03-04 04:27:00,Card
T002550,S008,P0068,C02278,4,6389.9,2026-05-05 10:47:00,UPI
T002551,S002,P0682,C02328,3,4013.05,2026-06-06 20:54:00,Wallet
T002552,S015,P0638,C00859,2,5679.06,2026-05-16 21:26:00,Wallet
T002553,S020,P0234,C00432,2,1752.76,2026-01-10 23:04:00,Wallet
T002554,S024,P0198,C01128,1,6947.88,2026-01-25 02:13:00,Cash
T002555,S025,P0530,C01393,1,9327.08,2026-01-22 00:43:00,Card
T002556,S022,P0701,C02828,4,1291.57,2026-01-03 01:48:00,Cash
T002557,S017,P0622,C02617,1,8024.08,2026-03-26 03:04:00,Card
T002558,S001,P0422,C02229,1,7879.15,2026-03-22 12:10:00,UPI
T002559,S001,P0484,C00618,2,8222.21,2026-02-21 05:08:00,Wallet
T002560,S017,P0088,C00642,1,2657.13,2026-02-24 10:29:00,Cash
T002561,S020,P0356,C00738,2,6296.35,2026-01-17 12:23:00,Cash
T002562,S005,P0584,C01694,1,8485.47,2026-06-09 10:46:00,Card
T002563,S020,P0215,C00309,3,4997.41,2026-05-30 15:14:00,Wallet
T002564,S012,P0360,C00471,4,5243.78,2026-05-02 11:33:00,Wallet
T002565,S006,P0636,C00122,2,9406.97,2026-06-30 05:58:00,Card
T002566,S018,P0015,C02257,5,5334.5,2026-03-16 10:21:00,UPI
T002567,S010,P0445,C00013,5,1947.25,2026-01-26 19:10:00,UPI
T002568,S006,P0477,C01378,1,4461.51,2026-02-10 05:11:00,Cash
T002569,S002,P0125,C00906,1,7041.49,2026-02-11 14:10:00,Wallet
T002570,S014,P0526,C02562,5,9168.71,2026-01-31 18:10:00,Wallet
T002571,S023,P0666,C01432,5,9941.8,2026-06-08 13:59:00,Wallet
T002572,S011,P0333,C01396,5,9722.19,2026-02-10 19:10:00,UPI
T002573,S025,P0602,C01388,5,8981.46,2026-05-22 21:27:00,UPI
T002574,S010,P0311,C01374,1,9144.98,2026-05-01 23:53:00,Wallet
T002575,S014,P0181,C01017,4,9734.39,2026-03-13 23:33:00,Cash
T002576,S015,P0694,C01612,2,614.19,2026-03-05 03:52:00,Card
T002577,S004,P0514,C01759,3,4318.77,2026-06-19 05:00:00,UPI
T002578,S002,P0295,C02826,2,9626.53,2026-04-24 03:18:00,Cash
T002579,S009,P0232,C02668,5,9748.13,2026-01-11 04:37:00,Cash
T002580,S013,P0048,C02794,3,1430.43,2026-04-08 16:08:00,Card
T002581,S009,P0109,C01995,4,8805.73,2026-04-08 16:16:00,Card
T002582,S019,P0303,C02478,2,9525.43,2026-02-13 00:40:00,Cash
T002583,S015,P0110,C01744,4,8676.8,2026-05-31 23:29:00,Cash
T002584,S022,P0035,C01809,5,6699.1,2026-04-03 15:03:00,Wallet
T002585,S018,P0578,C02093,3,6474.47,2026-05-30 19:31:00,Cash
T002586,S003,P0458,C01109,5,3532.14,2026-02-16 15:16:00,UPI
T002587,S015,P0056,C01620,4,4337.67,2026-01-06 16:47:00,Card
T002588,S017,P0440,C01187,1,9802.7,2026-06-21 19:20:00,Wallet
T002589,S015,P0640,C00968,5,3850.52,2026-03-30 11:35:00,Cash
T002590,S002,P0222,C01862,4,1377.06,2026-01-22 12:37:00,UPI
T002591,S007,P0164,C01142,5,5943.35,2026-01-18 06:02:00,UPI
T002592,S022,P0442,C01090,3,3354.53,2026-02-04 21:18:00,Card
T002593,S018,P0265,C01012,4,3344.68,2026-03-18 23:07:00,UPI
T002594,S010,P0277,C01804,1,3757.9,2026-04-11 05:06:00,UPI
T002595,S007,P0495,C02574,5,2593.21,2026-01-29 22:49:00,Wallet
T002596,S015,P0353,C00280,5,908.91,2026-02-20 21:38:00,Cash
T002597,S014,P0404,C02376,2,8557.91,2026-03-24 09:58:00,Card
T002598,S022,P0776,C00206,2,994.43,2026-01-22 12:06:00,Card
T002599,S025,P0481,C00854,3,580.78,2026-06-04 16:53:00,Wallet
T002600,S013,P0121,C00578,3,934.55,2026-01-05 21:13:00,Wallet
T002601,S008,P0190,C00297,2,1226.96,2026-06-01 14:15:00,UPI
T002602,S015,P0028,C02264,3,225.58,2026-02-13 12:27:00,Cash
T002603,S008,P0602,C00472,3,8981.46,2026-03-06 06:33:00,Card
T002604,S011,P0723,C01250,2,1751.66,2026-05-12 09:33:00,Wallet
T002605,S019,P0390,C00081,1,1923.02,2026-05-14 00:48:00,UPI
T002606,S007,P0342,C02012,5,6631.4,2026-05-06 10:52:00,Wallet
T002607,S023,P0670,C02482,1,1786.79,2026-02-12 01:46:00,Card
T002608,S003,P0032,C00829,3,5989.11,2026-06-16 08:09:00,Card
T002609,S021,P0653,C01662,3,3849.13,2026-06-29 10:27:00,Card
T002610,S011,P0129,C02410,5,8288.85,2026-03-09 15:19:00,Wallet
T002611,S020,P0750,C02196,3,4603.74,2026-04-21 11:31:00,Wallet
T002612,S024,P0738,C01808,1,9853.09,2026-01-11 09:18:00,Wallet
T002613,S001,P0045,C01746,1,3896.94,2026-06-18 15:38:00,Wallet
T002614,S009,P0279,C01546,1,3009.41,2026-06-18 02:44:00,Card
T002615,S002,P0254,C01824,1,7277.48,2026-03-27 18:49:00,Cash
T002616,S024,P0751,C02422,1,7293.97,2026-01-09 04:27:00,Wallet
T002617,S013,P0317,C01163,2,6564.28,2026-06-09 00:21:00,Wallet
T002618,S008,P0085,C02705,4,7989.74,2026-05-27 00:39:00,Wallet
T002619,S012,P0448,C00764,1,1800.07,2026-03-19 12:59:00,Wallet
T002620,S001,P0725,C02007,3,7432.08,2026-02-21 16:02:00,Cash
T002621,S014,P0262,C01535,5,9830.21,2026-04-08 13:15:00,Wallet
T002622,S010,P0125,C02145,2,7041.49,2026-01-10 23:43:00,Wallet
T002623,S006,P0315,C00275,3,7841.03,2026-06-22 09:13:00,Wallet
T002624,S021,P0519,C01481,2,1759.88,2026-06-28 12:48:00,UPI
T002625,S017,P0257,C00446,5,8913.16,2026-03-27 12:31:00,Wallet
T002626,S023,P0178,C01714,2,5673.27,2026-05-12 14:29:00,Cash
T002627,S003,P0703,C02343,2,6202.03,2026-04-15 11:40:00,Card
T002628,S019,P0140,C00840,2,1042.27,2026-02-03 11:49:00,Card
T002629,S001,P0126,C01287,5,6217.24,2026-03-08 18:51:00,UPI
T002630,S007,P0473,C02862,1,1487.53,2026-02-19 16:41:00,Card
T002631,S010,P0678,C02851,1,4079.47,2026-03-14 09:06:00,Cash
T002632,S014,P0524,C01060,3,5664.21,2026-01-22 15:21:00,Wallet
T002633,S022,P0495,C00292,3,2593.21,2026-06-21 02:53:00,Cash
T002634,S013,P0114,C01904,4,4586.29,2026-06-20 10:52:00,UPI
T002635,S018,P0304,C01293,4,1895.43,2026-05-11 03:52:00,Card
T002636,S013,P0591,C00347,1,6346.66,2026-01-06 04:23:00,Cash
T002637,S016,P0380,C01803,4,666.44,2026-01-28 08:17:00,Wallet
T002638,S016,P0770,C01637,3,6825.39,2026-01-20 06:02:00,Wallet
T002639,S016,P0395,C01642,3,3463.19,2026-04-06 02:13:00,Wallet
T002640,S005,P0048,C02303,3,1430.43,2026-02-09 19:31:00,UPI
T002641,S021,P0513,C02750,3,5966.04,2026-03-02 02:58:00,Card
T002642,S011,P0601,C01785,3,5812.86,2026-01-20 00:19:00,Cash
T002643,S012,P0190,C00290,4,1226.96,2026-01-04 11:38:00,UPI
T002644,S018,P0295,C02348,5,9626.53,2026-06-08 02:24:00,Wallet
T002645,S018,P0542,C00551,5,6397.18,2026-02-09 19:53:00,Wallet
T002646,S010,P0148,C01918,3,1255.74,2026-06-10 15:43:00,Cash
T002647,S014,P0146,C00683,1,8790.18,2026-06-11 11:17:00,UPI
T002648,S012,P0704,C02867,5,4131.24,2026-06-20 03:36:00,UPI
T002649,S020,P0425,C02488,2,7476.59,2026-06-06 04:09:00,Wallet
T002650,S014,P0696,C00951,5,916.89,2026-01-15 04:44:00,Cash
T002651,S016,P0036,C00253,4,1558.0,2026-02-21 02:46:00,Card
T002652,S007,P0313,C01700,4,5724.63,2026-02-17 03:07:00,UPI
T002653,S009,P0252,C00665,1,7003.96,2026-01-24 00:07:00,Card
T002654,S018,P0057,C00795,1,657.85,2026-04-21 23:24:00,Card
T002655,S001,P0581,C00980,2,7430.75,2026-03-01 07:10:00,UPI
T002656,S009,P0112,C00459,5,8260.57,2026-01-13 02:42:00,UPI
T002657,S017,P0411,C01449,3,2150.28,2026-04-10 10:56:00,Cash
T002658,S011,P0352,C02143,4,3229.8,2026-06-10 18:04:00,Cash
T002659,S012,P0137,C02853,3,947.81,2026-02-19 16:14:00,Card
T002660,S011,P0584,C01609,1,8485.47,2026-02-20 16:54:00,UPI
T002661,S020,P0284,C00790,4,5700.06,2026-06-04 06:21:00,Wallet
T002662,S023,P0260,C01420,4,1324.75,2026-05-01 09:49:00,Card
T002663,S019,P0325,C00299,4,9797.44,2026-06-23 20:12:00,Card
T002664,S023,P0666,C02055,4,9941.8,2026-01-16 15:06:00,UPI
T002665,S012,P0673,C00990,3,7405.45,2026-02-17 17:19:00,Wallet
T002666,S008,P0435,C02530,4,1474.61,2026-01-02 02:42:00,Card
T002667,S012,P0556,C02917,5,1057.73,2026-02-15 06:44:00,Wallet
T002668,S015,P0681,C01026,1,7716.53,2026-03-09 04:54:00,Card
T002669,S002,P0335,C02796,4,3766.76,2026-05-19 19:38:00,UPI
T002670,S004,P0615,C02518,5,6966.89,2026-02-18 23:53:00,Wallet
T002671,S020,P0133,C01081,4,7293.41,2026-02-01 23:59:00,Cash
T002672,S023,P0650,C01928,4,8079.24,2026-01-20 06:25:00,Card
T002673,S022,P0607,C00803,4,1260.73,2026-02-17 10:58:00,Cash
T002674,S012,P0141,C01768,5,9316.54,2026-02-28 05:32:00,UPI
T002675,S007,P0497,C02417,4,1834.78,2026-04-12 21:41:00,Wallet
T002676,S002,P0493,C02313,5,534.0,2026-06-01 10:07:00,UPI
T002677,S003,P0005,C00538,4,6938.1,2026-06-03 14:04:00,UPI
T002678,S024,P0696,C02541,3,916.89,2026-05-10 21:51:00,Card
T002679,S022,P0010,C00770,5,9207.97,2026-03-15 07:26:00,Wallet
T002680,S004,P0163,C00414,2,6843.99,2026-04-20 08:33:00,Cash
T002681,S002,P0653,C00309,5,3849.13,2026-03-30 08:13:00,Cash
T002682,S006,P0361,C02995,4,7663.58,2026-05-16 00:14:00,Cash
T002683,S023,P0741,C01109,4,7252.76,2026-06-17 23:19:00,Card
T002684,S013,P0155,C00147,1,7088.03,2026-03-06 09:36:00,Cash
T002685,S021,P0436,C01672,2,5047.02,2026-02-11 02:12:00,Card
T002686,S002,P0617,C00869,3,1083.47,2026-01-16 02:08:00,Card
T002687,S013,P0295,C00773,2,9626.53,2026-05-07 11:44:00,Card
T002688,S003,P0331,C00986,5,7893.32,2026-01-16 21:09:00,Cash
T002689,S021,P0015,C00963,1,5334.5,2026-04-21 02:43:00,Wallet
T002690,S025,P0322,C01284,5,3075.32,2026-06-22 15:13:00,Cash
T002691,S006,P0068,C02755,3,6389.9,2026-01-04 23:01:00,UPI
T002692,S010,P0145,C01160,5,2675.89,2026-01-23 10:52:00,Card
T002693,S016,P0772,C01420,1,6650.14,2026-05-31 12:20:00,Cash
T002694,S007,P0378,C00060,5,4747.29,2026-06-28 23:14:00,Card
T002695,S019,P0189,C02112,1,2622.12,2026-06-05 23:08:00,Wallet
T002696,S009,P0026,C00573,3,5582.77,2026-01-17 19:25:00,UPI
T002697,S001,P0310,C00829,1,747.04,2026-03-09 10:53:00,UPI
T002698,S022,P0480,C01984,1,6933.43,2026-04-26 12:13:00,Card
T002699,S023,P0242,C02776,3,1599.95,2026-05-03 12:38:00,Card
T002700,S021,P0133,C02003,4,7293.41,2026-05-08 10:14:00,Card
T002701,S011,P0502,C01787,3,692.24,2026-05-06 10:41:00,Cash
T002702,S015,P0452,C01630,1,8196.17,2026-05-20 06:29:00,Card
T002703,S008,P0455,C01463,4,8262.37,2026-02-28 20:02:00,Cash
T002704,S004,P0329,C01270,5,141.36,2026-02-13 01:27:00,Cash
T002705,S013,P0480,C00399,2,6933.43,2026-06-26 12:02:00,Wallet
T002706,S022,P0439,C00434,3,9228.23,2026-04-15 15:52:00,Card
T002707,S024,P0595,C00890,5,3060.11,2026-04-29 11:04:00,Card
T002708,S015,P0622,C01091,2,8024.08,2026-04-14 15:49:00,UPI
T002709,S002,P0143,C00283,3,3093.82,2026-04-29 15:26:00,UPI
T002710,S021,P0213,C01044,2,4276.85,2026-02-09 04:50:00,Card
T002711,S006,P0584,C00208,4,8485.47,2026-04-09 14:19:00,Wallet
T002712,S021,P0634,C02211,5,5542.5,2026-01-07 04:45:00,Cash
T002713,S015,P0517,C00742,3,9679.49,2026-03-23 13:01:00,Wallet
T002714,S003,P0194,C00882,5,3478.21,2026-06-11 05:05:00,Card
T002715,S008,P0618,C02473,1,4111.77,2026-04-13 12:28:00,Wallet
T002716,S004,P0115,C02821,5,6337.55,2026-01-04 14:49:00,Card
T002717,S008,P0453,C01420,5,5915.17,2026-06-19 05:53:00,Cash
T002718,S010,P0323,C01893,1,7277.23,2026-02-08 20:14:00,Card
T002719,S022,P0087,C00367,4,2098.71,2026-02-17 07:24:00,Card
T002720,S021,P0182,C00138,4,5319.06,2026-01-25 00:33:00,Cash
T002721,S001,P0613,C00364,1,1307.31,2026-04-11 16:07:00,Cash
T002722,S009,P0258,C00777,4,2488.26,2026-02-08 09:14:00,Card
T002723,S009,P0402,C01094,3,5371.29,2026-03-28 06:45:00,Card
T002724,S019,P0165,C02308,4,384.86,2026-01-06 16:58:00,UPI
T002725,S023,P0259,C00604,2,7345.66,2026-04-11 05:24:00,UPI
T002726,S021,P0647,C00231,4,7033.51,2026-03-19 18:45:00,Card
T002727,S023,P0170,C01809,4,7462.62,2026-03-13 07:46:00,Card
T002728,S017,P0327,C00644,4,4651.01,2026-02-18 16:36:00,UPI
T002729,S018,P0643,C02078,4,7801.9,2026-06-05 17:02:00,Cash
T002730,S002,P0685,C01976,1,3601.0,2026-04-21 14:51:00,Card
T002731,S007,P0193,C02214,3,7596.81,2026-02-10 16:38:00,UPI
T002732,S002,P0015,C00179,5,5334.5,2026-06-20 02:02:00,UPI
T002733,S021,P0682,C01733,2,4013.05,2026-04-01 03:37:00,Card
T002734,S021,P0351,C02108,4,2850.54,2026-01-18 11:02:00,Wallet
T002735,S013,P0457,C01355,3,5802.71,2026-06-30 16:16:00,Cash
T002736,S016,P0565,C01693,1,6635.26,2026-06-05 09:52:00,Card
T002737,S015,P0567,C02696,3,2411.23,2026-02-06 08:01:00,UPI
T002738,S014,P0248,C01185,3,9033.86,2026-05-13 16:52:00,Card
T002739,S013,P0226,C00753,3,1828.68,2026-02-25 14:12:00,Cash
T002740,S017,P0665,C02745,4,7169.18,2026-05-06 00:26:00,Cash
T002741,S010,P0790,C00267,3,6990.61,2026-03-20 21:33:00,Wallet
T002742,S004,P0753,C00823,3,7657.11,2026-02-10 11:33:00,Wallet
T002743,S011,P0321,C02028,2,1697.02,2026-06-11 10:36:00,UPI
T002744,S024,P0528,C01501,1,3900.97,2026-06-25 21:06:00,Wallet
T002745,S012,P0406,C02331,4,2170.45,2026-04-20 20:52:00,Cash
T002746,S014,P0594,C01673,3,9238.26,2026-02-01 20:26:00,UPI
T002747,S023,P0043,C02624,2,5469.14,2026-02-03 18:04:00,Card
T002748,S006,P0459,C01290,2,4208.02,2026-03-14 11:38:00,Wallet
T002749,S009,P0755,C01115,5,7943.76,2026-04-06 23:30:00,Card
T002750,S006,P0091,C00036,5,8684.0,2026-02-02 12:36:00,Card
T002751,S024,P0131,C01336,1,7488.79,2026-05-25 16:09:00,Cash
T002752,S019,P0347,C01447,4,6444.57,2026-01-17 00:36:00,Cash
T002753,S021,P0738,C00811,4,9853.09,2026-04-25 12:37:00,Card
T002754,S014,P0236,C01986,4,7351.26,2026-04-17 08:24:00,UPI
T002755,S005,P0280,C00288,3,7858.55,2026-02-23 11:08:00,Wallet
T002756,S006,P0315,C00877,1,7841.03,2026-06-26 07:58:00,Wallet
T002757,S008,P0048,C02233,1,1430.43,2026-03-22 21:38:00,Wallet
T002758,S018,P0159,C00733,5,8365.04,2026-05-02 09:34:00,Card
T002759,S025,P0125,C00067,5,7041.49,2026-05-23 11:37:00,Card
T002760,S010,P0371,C02615,2,5918.35,2026-05-28 11:18:00,Card
T002761,S020,P0621,C00626,2,8632.83,2026-06-28 06:38:00,Cash
T002762,S019,P0034,C00357,3,7586.4,2026-02-02 10:59:00,Wallet
T002763,S001,P0137,C02282,3,947.81,2026-06-11 19:32:00,Wallet
T002764,S011,P0443,C02773,5,1796.09,2026-02-28 20:14:00,Card
T002765,S015,P0618,C00223,5,4111.77,2026-06-06 08:05:00,Card
T002766,S025,P0676,C02689,3,157.32,2026-03-05 16:40:00,Wallet
T002767,S001,P0413,C01876,5,5755.57,2026-05-25 16:02:00,UPI
T002768,S010,P0449,C02072,2,9895.99,2026-01-05 10:41:00,Cash
T002769,S013,P0409,C01766,4,7152.62,2026-05-11 03:15:00,Cash
T002770,S014,P0705,C02302,2,3427.16,2026-04-09 05:03:00,UPI
T002771,S007,P0697,C02315,3,7318.56,2026-06-09 10:58:00,Wallet
T002772,S024,P0518,C00651,3,891.16,2026-01-21 18:03:00,UPI
T002773,S019,P0543,C01340,3,7511.43,2026-05-06 15:47:00,Card
T002774,S006,P0343,C02594,4,746.07,2026-06-04 09:04:00,Wallet
T002775,S019,P0189,C01545,4,2622.12,2026-01-18 15:20:00,Card
T002776,S015,P0216,C00585,3,304.99,2026-04-10 06:35:00,Card
T002777,S023,P0500,C01004,3,2401.8,2026-03-12 04:53:00,Wallet
T002778,S023,P0554,C02940,5,4902.42,2026-04-04 02:00:00,Card
